_id,model_year,make,model,vehicle_class,motor_(kw),transmission,fuel_type,city_(kwh/100_km),highway_(kwh/100_km),combined_(kwh/100_km),city_(le/100_km),highway_(le/100_km),combined_(le/100_km),range_(km),co2_emissions_(g/km),co2_rating,smog_rating,recharge_time_(h),display_name
26262,2025,GMC,HUMMER EV2X SUV Sport utility vehicle: Standard 430 kW Automatic 1-Gear,Sport utility vehicle: Standard,430,A1,B,35.4,45.1,39.7,4.0,5.1,4.5,507,0,10,10,11.2,2025 GMC HUMMER EV2X SUV Sport utility vehicle: Standard 430 kW Automatic 1-Gear
26263,2025,GMC,HUMMER EV2X SUV Mud Terrain Tire Sport utility vehicle: Standard 430 kW Automatic 1-Gear,Sport utility vehicle: Standard,430,A1,B,40.5,49.5,44.6,4.5,5.6,5.0,454,0,10,10,11.2,2025 GMC HUMMER EV2X SUV Mud Terrain Tire Sport utility vehicle: Standard 430 kW Automatic 1-Gear
26264,2025,GMC,HUMMER EV3X SUV Sport utility vehicle: Standard 606 kW Automatic 1-Gear,Sport utility vehicle: Standard,606,A1,B,36.4,45.5,40.5,4.1,5.1,4.5,502,0,10,10,11.2,2025 GMC HUMMER EV3X SUV Sport utility vehicle: Standard 606 kW Automatic 1-Gear
26265,2025,GMC,HUMMER EV3X SUV Mud Terrain Tire Sport utility vehicle: Standard 606 kW Automatic 1-Gear,Sport utility vehicle: Standard,606,A1,B,39.8,48.4,43.7,4.5,5.4,4.9,465,0,10,10,11.2,2025 GMC HUMMER EV3X SUV Mud Terrain Tire Sport utility vehicle: Standard 606 kW Automatic 1-Gear
26266,2025,GMC,Sierra EV Extended Range Pickup truck: Standard 377 kW Automatic 1-Gear,Pickup truck: Standard,377,A1,B,30.0,35.6,32.5,3.4,4.0,3.7,628,0,10,10,11.5,2025 GMC Sierra EV Extended Range Pickup truck: Standard 377 kW Automatic 1-Gear
26267,2025,Hyundai,IONIQ 5 Standard Range Sport utility vehicle: Small 125 kW Automatic 1-Gear,Sport utility vehicle: Small,125,A1,B,16.6,20.7,18.5,1.9,2.3,2.1,373,0,10,10,5.8,2025 Hyundai IONIQ 5 Standard Range Sport utility vehicle: Small 125 kW Automatic 1-Gear
26268,2025,Hyundai,IONIQ 5 Long Range Sport utility vehicle: Small 168 kW Automatic 1-Gear,Sport utility vehicle: Small,168,A1,B,15.2,18.9,16.9,1.7,2.1,1.9,504,0,10,10,8.2,2025 Hyundai IONIQ 5 Long Range Sport utility vehicle: Small 168 kW Automatic 1-Gear
26269,2025,Hyundai,"IONIQ 5 Long Range AWD (19"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear",Sport utility vehicle: Small,239,A1,B,18.3,22.3,20.1,2.1,2.5,2.3,463,0,10,10,8.9,"2025 Hyundai IONIQ 5 Long Range AWD (19"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear"
26270,2025,Hyundai,"IONIQ 5 Long Range AWD (20"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear",Sport utility vehicle: Small,239,A1,B,19.7,23.8,21.5,2.2,2.7,2.4,425,0,10,10,8.4,"2025 Hyundai IONIQ 5 Long Range AWD (20"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear"
26271,2025,Hyundai,IONIQ 5 Long Range AWD XRT Sport utility vehicle: Small 239 kW Automatic 1-Gear,Sport utility vehicle: Small,239,A1,B,20.3,24.6,22.2,2.3,2.8,2.5,417,0,10,10,8.2,2025 Hyundai IONIQ 5 Long Range AWD XRT Sport utility vehicle: Small 239 kW Automatic 1-Gear
26272,2025,Hyundai,IONIQ 5 N Sport utility vehicle: Small 478 kW Automatic 1-Gear,Sport utility vehicle: Small,478,A1,B,24.9,29.2,26.7,2.8,3.3,3.0,356,0,10,10,8.7,2025 Hyundai IONIQ 5 N Sport utility vehicle: Small 478 kW Automatic 1-Gear
26273,2025,Hyundai,IONIQ 6 Long Range (18'' Wheels) Mid-size 168 kW Automatic 1-Gear,Mid-size,168,A1,B,14.6,17.4,16.2,1.6,2.0,1.8,550,0,10,10,7.5,2025 Hyundai IONIQ 6 Long Range (18'' Wheels) Mid-size 168 kW Automatic 1-Gear
26274,2025,Hyundai,IONIQ 6 Long Range (20'' Wheels) Mid-size 168 kW Automatic 1-Gear,Mid-size,168,A1,B,16.8,21.1,18.6,1.9,2.4,2.1,468,0,10,10,7.5,2025 Hyundai IONIQ 6 Long Range (20'' Wheels) Mid-size 168 kW Automatic 1-Gear
26275,2025,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels) Mid-size 239 kW Automatic 1-Gear,Mid-size,239,A1,B,16.2,18.6,17.4,1.8,2.1,1.9,509,0,10,10,7.5,2025 Hyundai IONIQ 6 Long Range AWD (18'' Wheels) Mid-size 239 kW Automatic 1-Gear
26276,2025,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels) Mid-size 239 kW Automatic 1-Gear,Mid-size,239,A1,B,18.8,22.4,20.5,2.1,2.5,2.3,435,0,10,10,7.5,2025 Hyundai IONIQ 6 Long Range AWD (20'' Wheels) Mid-size 239 kW Automatic 1-Gear
26277,2025,Hyundai,"Kona Electric (17"" Wheels) Sport utility vehicle: Small 150 kW Automatic 1-Gear",Sport utility vehicle: Small,150,A1,B,16.3,20.3,18.1,1.8,2.3,2.0,420,0,10,10,6.7,"2025 Hyundai Kona Electric (17"" Wheels) Sport utility vehicle: Small 150 kW Automatic 1-Gear"
26278,2025,Hyundai,"Kona Electric (19"" Wheels) Sport utility vehicle: Small 150 kW Automatic 1-Gear",Sport utility vehicle: Small,150,A1,B,18.6,22.4,20.5,2.1,2.5,2.3,370,0,10,10,6.9,"2025 Hyundai Kona Electric (19"" Wheels) Sport utility vehicle: Small 150 kW Automatic 1-Gear"
26279,2025,Jeep,Wagoneer S AWD (Falken Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear,Sport utility vehicle: Standard,500,A1,B,20.9,24.5,22.5,2.3,2.8,2.5,473,0,10,10,10,2025 Jeep Wagoneer S AWD (Falken Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear
26280,2025,Jeep,Wagoneer S AWD (Pirelli Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear,Sport utility vehicle: Standard,500,A1,B,23.4,27.5,25.2,2.6,3.1,2.8,422,0,10,10,10,2025 Jeep Wagoneer S AWD (Pirelli Tire) Sport utility vehicle: Standard 500 kW Automatic 1-Gear
26281,2025,Kia,EV6 Light Sport utility vehicle: Small 125 kW Automatic 1-Gear,Sport utility vehicle: Small,125,A1,B,16.4,20.3,18.2,1.8,2.3,2.0,381,0,10,10,6.2,2025 Kia EV6 Light Sport utility vehicle: Small 125 kW Automatic 1-Gear
26282,2025,Kia,EV6 Wind Sport utility vehicle: Small 168 kW Automatic 1-Gear,Sport utility vehicle: Small,168,A1,B,16.4,20.8,18.4,1.8,2.3,2.1,513,0,10,10,9,2025 Kia EV6 Wind Sport utility vehicle: Small 168 kW Automatic 1-Gear
26283,2025,Kia,"EV6 Land AWD (19"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear",Sport utility vehicle: Small,239,A1,B,18.0,22.0,19.9,2.0,2.5,2.2,475,0,10,10,8.8,"2025 Kia EV6 Land AWD (19"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear"
26284,2025,Kia,"EV6 Land AWD (20"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear",Sport utility vehicle: Small,239,A1,B,19.7,23.7,21.5,2.2,2.7,2.4,435,0,10,10,8.9,"2025 Kia EV6 Land AWD (20"" Wheels) Sport utility vehicle: Small 239 kW Automatic 1-Gear"
26285,2025,Kia,EV9 Light Sport utility vehicle: Standard 160 kW Automatic 1-Gear,Sport utility vehicle: Standard,160,A1,B,21.1,27.3,23.6,2.4,3.1,2.7,370,0,10,10,11.4,2025 Kia EV9 Light Sport utility vehicle: Standard 160 kW Automatic 1-Gear
26286,2025,Kia,EV9 Wind Sport utility vehicle: Standard 149 kW Automatic 1-Gear,Sport utility vehicle: Standard,149,A1,B,21.1,26.7,23.6,2.4,3.0,2.6,489,0,10,10,15.2,2025 Kia EV9 Wind Sport utility vehicle: Standard 149 kW Automatic 1-Gear
26287,2025,Kia,EV9 Land AWD Sport utility vehicle: Standard 282 kW Automatic 1-Gear,Sport utility vehicle: Standard,282,A1,B,23.0,28.0,25.5,2.6,3.1,2.8,451,0,10,10,14.5,2025 Kia EV9 Land AWD Sport utility vehicle: Standard 282 kW Automatic 1-Gear
26288,2025,Kia,EV9 Land AWD GT-Line Sport utility vehicle: Standard 282 kW Automatic 1-Gear,Sport utility vehicle: Standard,282,A1,B,23.6,29.2,26.1,2.7,3.3,2.9,435,0,10,10,15.2,2025 Kia EV9 Land AWD GT-Line Sport utility vehicle: Standard 282 kW Automatic 1-Gear
26289,2025,Kia,Niro EV Sport utility vehicle: Small 150 kW Automatic 1-Gear,Sport utility vehicle: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,0,10,10,7.5,2025 Kia Niro EV Sport utility vehicle: Small 150 kW Automatic 1-Gear
26290,2025,Lexus,"RZ 450e AWD (18"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2.0,2.4,2.2,354,0,10,10,10,"2025 Lexus RZ 450e AWD (18"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear"
26291,2025,Lexus,"RZ 450e AWD (20"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,0,10,10,10,"2025 Lexus RZ 450e AWD (20"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear"
26292,2025,Lucid,"Air Pure (19"" Wheels) Full-size 330 kW Automatic 1-Gear",Full-size,330,A1,B,14.1,14.8,14.4,1.6,1.7,1.6,676,0,10,10,10,"2025 Lucid Air Pure (19"" Wheels) Full-size 330 kW Automatic 1-Gear"
26293,2025,Lucid,"Air Pure (20"" Wheels) Full-size 330 kW Automatic 1-Gear",Full-size,330,A1,B,15.8,16.7,16.2,1.8,1.9,1.8,599,0,10,10,10,"2025 Lucid Air Pure (20"" Wheels) Full-size 330 kW Automatic 1-Gear"
26294,2025,Lucid,"Air Touring AWD (19"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,15.7,16.1,15.9,1.8,1.8,1.8,653,0,10,10,10,"2025 Lucid Air Touring AWD (19"" Wheels) Full-size 462 kW Automatic 1-Gear"
26295,2025,Lucid,"Air Touring AWD (20"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,16.9,17.6,17.2,1.9,2.0,1.9,607,0,10,10,10,"2025 Lucid Air Touring AWD (20"" Wheels) Full-size 462 kW Automatic 1-Gear"
26296,2025,Lucid,"Air Touring AWD (21"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,17.5,18.5,18.0,2.0,2.1,2.0,581,0,10,10,10,"2025 Lucid Air Touring AWD (21"" Wheels) Full-size 462 kW Automatic 1-Gear"
26297,2025,Lucid,"Air Grand Touring XR AWD (19"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,16.3,16.6,16.4,1.8,1.9,1.8,824,0,10,10,13,"2025 Lucid Air Grand Touring XR AWD (19"" Wheels) Full-size 611 kW Automatic 1-Gear"
26298,2025,Lucid,"Air Grand Touring XR AWD (20"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,17.2,17.9,17.5,1.9,2.0,2.0,772,0,10,10,13,"2025 Lucid Air Grand Touring XR AWD (20"" Wheels) Full-size 611 kW Automatic 1-Gear"
26299,2025,Lucid,"Air Grand Touring XR AWD (21"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,18.4,19.1,18.7,2.1,2.1,2.1,718,0,10,10,13,"2025 Lucid Air Grand Touring XR AWD (21"" Wheels) Full-size 611 kW Automatic 1-Gear"
26300,2025,Lucid,Air Sapphire AWD Full-size 930 kW Automatic 1-Gear,Full-size,930,A1,B,19.4,20.7,20.0,2.2,2.3,2.2,687,0,10,10,13,2025 Lucid Air Sapphire AWD Full-size 930 kW Automatic 1-Gear
26301,2025,Mercedes-Benz,AMG EQE 4MATIC+ Sedan Mid-size 460 kW Automatic 1-Gear,Mid-size,460,A1,B,30.2,29.6,29.9,3.4,3.3,3.4,354,0,10,10,10.75,2025 Mercedes-Benz AMG EQE 4MATIC+ Sedan Mid-size 460 kW Automatic 1-Gear
26302,2025,Mercedes-Benz,AMG EQE 4MATIC+ SUV Sport utility vehicle: Standard 460 kW Automatic 1-Gear,Sport utility vehicle: Standard,460,A1,B,27.6,29.1,28.3,3.1,3.3,3.2,370,0,10,10,10.75,2025 Mercedes-Benz AMG EQE 4MATIC+ SUV Sport utility vehicle: Standard 460 kW Automatic 1-Gear
26303,2025,Mercedes-Benz,AMG EQS 4MATIC+ Sedan Full-size 484 kW Automatic 1-Gear,Full-size,484,A1,B,28.0,26.1,26.7,3.1,2.9,3.0,507,0,10,10,14,2025 Mercedes-Benz AMG EQS 4MATIC+ Sedan Full-size 484 kW Automatic 1-Gear
26304,2025,Mercedes-Benz,EQB 250+ Sport utility vehicle: Small 140 kW Automatic 1-Gear,Sport utility vehicle: Small,140,A1,B,18.4,20.9,19.6,2.1,2.3,2.2,404,0,10,10,8.25,2025 Mercedes-Benz EQB 250+ Sport utility vehicle: Small 140 kW Automatic 1-Gear
26305,2025,Mercedes-Benz,EQB 300 4MATIC Sport utility vehicle: Small 168 kW Automatic 1-Gear,Sport utility vehicle: Small,168,A1,B,23.5,24.8,24.0,2.6,2.8,2.7,330,0,10,10,6.75,2025 Mercedes-Benz EQB 300 4MATIC Sport utility vehicle: Small 168 kW Automatic 1-Gear
26306,2025,Mercedes-Benz,EQE 350 4MATIC Sedan Mid-size 215 kW Automatic 1-Gear,Mid-size,215,A1,B,24.2,24.5,24.4,2.7,2.8,2.7,430,0,10,10,9.5,2025 Mercedes-Benz EQE 350 4MATIC Sedan Mid-size 215 kW Automatic 1-Gear
26307,2025,Mercedes-Benz,EQE 350 4MATIC SUV Sport utility vehicle: Standard 215 kW Automatic 1-Gear,Sport utility vehicle: Standard,215,A1,B,24.9,26.7,26.1,2.8,3.0,2.9,407,0,10,10,9.5,2025 Mercedes-Benz EQE 350 4MATIC SUV Sport utility vehicle: Standard 215 kW Automatic 1-Gear
26308,2025,Mercedes-Benz,EQE 500 4MATIC Sedan Mid-size 300 kW Automatic 1-Gear,Mid-size,300,A1,B,24.5,24.8,24.6,2.8,2.8,2.8,428,0,10,10,9.5,2025 Mercedes-Benz EQE 500 4MATIC Sedan Mid-size 300 kW Automatic 1-Gear
26309,2025,Mercedes-Benz,EQE 500 4MATIC SUV Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,25.5,26.7,26.1,2.8,3.0,2.9,425,0,10,10,10.25,2025 Mercedes-Benz EQE 500 4MATIC SUV Sport utility vehicle: Standard 300 kW Automatic 1-Gear
26310,2025,Mercedes-Benz,EQS 450 4MATIC Sedan Full-size 265 kW Automatic 1-Gear,Full-size,265,A1,B,23.1,22.4,22.8,2.6,2.5,2.6,591,0,10,10,14,2025 Mercedes-Benz EQS 450 4MATIC Sedan Full-size 265 kW Automatic 1-Gear
26311,2025,Mercedes-Benz,EQS 450 4MATIC SUV Sport utility vehicle: Standard 265 kW Automatic 1-Gear,Sport utility vehicle: Standard,265,A1,B,26.1,27.0,26.5,2.9,3.0,3.0,502,0,10,10,14,2025 Mercedes-Benz EQS 450 4MATIC SUV Sport utility vehicle: Standard 265 kW Automatic 1-Gear
26312,2025,Mercedes-Benz,EQS 580 4MATIC Sedan Full-size 400 kW Automatic 1-Gear,Full-size,400,A1,B,22.4,22.4,22.4,2.5,2.5,2.5,597,0,10,10,14,2025 Mercedes-Benz EQS 580 4MATIC Sedan Full-size 400 kW Automatic 1-Gear
26313,2025,Mercedes-Benz,EQS 580 4MATIC SUV Sport utility vehicle: Standard 400 kW Automatic 1-Gear,Sport utility vehicle: Standard,400,A1,B,25.5,26.7,26.1,2.9,3.0,2.9,510,0,10,10,14,2025 Mercedes-Benz EQS 580 4MATIC SUV Sport utility vehicle: Standard 400 kW Automatic 1-Gear
26314,2025,Mercedes-Benz,Maybach EQS 680 4MATIC SUV Sport utility vehicle: Standard 484 kW Automatic 1-Gear,Sport utility vehicle: Standard,484,A1,B,27.3,27.3,27.3,3.1,3.1,3.1,486,0,10,10,12.75,2025 Mercedes-Benz Maybach EQS 680 4MATIC SUV Sport utility vehicle: Standard 484 kW Automatic 1-Gear
26315,2025,Mercedes-Benz,G 580 with EQ Technology Sport utility vehicle: Standard 432 kW Automatic 1-Gear,Sport utility vehicle: Standard,432,A1,B,31.1,37.3,33.6,3.5,4.2,3.8,385,0,10,10,13.6,2025 Mercedes-Benz G 580 with EQ Technology Sport utility vehicle: Standard 432 kW Automatic 1-Gear
26316,2025,MINI,"Countryman SE ALL4 (18"" Wheels) Sport utility vehicle: Small 225 kW Automatic 1-Gear",Sport utility vehicle: Small,225,A1,B,21.2,22.3,21.7,2.4,2.5,2.4,341,0,10,10,8,"2025 MINI Countryman SE ALL4 (18"" Wheels) Sport utility vehicle: Small 225 kW Automatic 1-Gear"
26317,2025,MINI,"Countryman SE ALL4 (19"" Wheels) Sport utility vehicle: Small 225 kW Automatic 1-Gear",Sport utility vehicle: Small,225,A1,B,22.2,23.7,22.9,2.5,2.7,2.6,328,0,10,10,8,"2025 MINI Countryman SE ALL4 (19"" Wheels) Sport utility vehicle: Small 225 kW Automatic 1-Gear"
26318,2025,Nissan,ARIYA Engage Station wagon: Small 160 kW Automatic 1-Gear,Station wagon: Small,160,A1,B,19.3,22.4,20.7,2.2,2.5,2.3,348,0,10,10,10,2025 Nissan ARIYA Engage Station wagon: Small 160 kW Automatic 1-Gear
26319,2025,Nissan,ARIYA Evolve+ Station wagon: Small 178 kW Automatic 1-Gear,Station wagon: Small,178,A1,B,20.0,23.1,21.4,2.2,2.6,2.4,465,0,10,10,13,2025 Nissan ARIYA Evolve+ Station wagon: Small 178 kW Automatic 1-Gear
26320,2025,Nissan,ARIYA Evolve e-4ORCE Station wagon: Small 250 kW Automatic 1-Gear,Station wagon: Small,250,A1,B,20.7,23.4,21.9,2.3,2.6,2.5,330,0,10,10,10,2025 Nissan ARIYA Evolve e-4ORCE Station wagon: Small 250 kW Automatic 1-Gear
26321,2025,Nissan,ARIYA Evolve+ e-4ORCE Station wagon: Small 290 kW Automatic 1-Gear,Station wagon: Small,290,A1,B,21.5,24.3,22.8,2.4,2.7,2.6,438,0,10,10,13,2025 Nissan ARIYA Evolve+ e-4ORCE Station wagon: Small 290 kW Automatic 1-Gear
26322,2025,Nissan,"ARIYA Platinum+ e-4ORCE (19"" Wheels) Station wagon: Small 290 kW Automatic 1-Gear",Station wagon: Small,290,A1,B,22.5,24.2,23.2,2.5,2.7,2.6,430,0,10,10,14,"2025 Nissan ARIYA Platinum+ e-4ORCE (19"" Wheels) Station wagon: Small 290 kW Automatic 1-Gear"
26323,2025,Nissan,"ARIYA Platinum+ e-4ORCE (20"" Wheels) Station wagon: Small 290 kW Automatic 1-Gear",Station wagon: Small,290,A1,B,23.4,25.0,24.1,2.6,2.8,2.7,414,0,10,10,14,"2025 Nissan ARIYA Platinum+ e-4ORCE (20"" Wheels) Station wagon: Small 290 kW Automatic 1-Gear"
26324,2025,Nissan,LEAF SV Mid-size 110 kW Automatic 1-Gear,Mid-size,110,A1,B,17.0,21.2,18.9,1.9,2.4,2.1,240,0,10,10,8,2025 Nissan LEAF SV Mid-size 110 kW Automatic 1-Gear
26325,2025,Nissan,LEAF SV PLUS Mid-size 160 kW Automatic 1-Gear,Mid-size,160,A1,B,17.3,21.4,19.1,1.9,2.4,2.1,341,0,10,10,11,2025 Nissan LEAF SV PLUS Mid-size 160 kW Automatic 1-Gear
26326,2025,Polestar,"2 Single Motor (19"" Wheels) Mid-size 220 kW Automatic 1-Gear",Mid-size,220,A1,B,17.0,20.1,18.4,1.9,2.3,2.1,505,0,10,10,8,"2025 Polestar 2 Single Motor (19"" Wheels) Mid-size 220 kW Automatic 1-Gear"
26327,2025,Polestar,"2 Single Motor (20"" Wheels) Mid-size 220 kW Automatic 1-Gear",Mid-size,220,A1,B,17.9,20.7,19.2,2.0,2.3,2.2,483,0,10,10,8,"2025 Polestar 2 Single Motor (20"" Wheels) Mid-size 220 kW Automatic 1-Gear"
26328,2025,Polestar,"2 Dual Motor (19"" Wheels) Mid-size 310 kW Automatic 1-Gear",Mid-size,310,A1,B,19.9,22.0,20.8,2.2,2.5,2.3,447,0,10,10,8,"2025 Polestar 2 Dual Motor (19"" Wheels) Mid-size 310 kW Automatic 1-Gear"
26329,2025,Polestar,"2 Dual Motor (20"" Wheels) Mid-size 310 kW Automatic 1-Gear",Mid-size,310,A1,B,20.5,23.0,21.7,2.3,2.6,2.4,431,0,10,10,8,"2025 Polestar 2 Dual Motor (20"" Wheels) Mid-size 310 kW Automatic 1-Gear"
26330,2025,Polestar,2 Dual Motor Performance Pack Mid-size 350 kW Automatic 1-Gear,Mid-size,350,A1,B,22.0,24.0,22.9,2.5,2.7,2.6,409,0,10,10,8,2025 Polestar 2 Dual Motor Performance Pack Mid-size 350 kW Automatic 1-Gear
26331,2025,Polestar,"3 Long Range Single Motor (20"" Wheels) Sport utility vehicle: Standard 220 kW Automatic 1-Gear",Sport utility vehicle: Standard,220,A1,B,20.3,25.0,22.4,2.3,2.8,2.5,550,0,10,10,10,"2025 Polestar 3 Long Range Single Motor (20"" Wheels) Sport utility vehicle: Standard 220 kW Automatic 1-Gear"
26332,2025,Polestar,"3 Long Range Single Motor (21"" Wheels) Sport utility vehicle: Standard 220 kW Automatic 1-Gear",Sport utility vehicle: Standard,220,A1,B,19.9,24.5,21.9,2.2,2.7,2.5,563,0,10,10,10,"2025 Polestar 3 Long Range Single Motor (21"" Wheels) Sport utility vehicle: Standard 220 kW Automatic 1-Gear"
26333,2025,Polestar,"3 Long Range Single Motor (22"" Wheels) Sport utility vehicle: Standard 220 kW Automatic 1-Gear",Sport utility vehicle: Standard,220,A1,B,20.9,25.5,23.0,2.3,2.9,2.6,536,0,10,10,10,"2025 Polestar 3 Long Range Single Motor (22"" Wheels) Sport utility vehicle: Standard 220 kW Automatic 1-Gear"
26334,2025,Polestar,"3 Long Range Dual Motor (20"" Wheels) Sport utility vehicle: Standard 360 kW Automatic 1-Gear",Sport utility vehicle: Standard,360,A1,B,23.6,25.5,24.2,2.6,2.9,2.7,499,0,10,10,10,"2025 Polestar 3 Long Range Dual Motor (20"" Wheels) Sport utility vehicle: Standard 360 kW Automatic 1-Gear"
26335,2025,Polestar,"3 Long Range Dual Motor (21"" Wheels) Sport utility vehicle: Standard 360 kW Automatic 1-Gear",Sport utility vehicle: Standard,360,A1,B,22.8,25.1,23.8,2.6,2.8,2.7,507,0,10,10,10,"2025 Polestar 3 Long Range Dual Motor (21"" Wheels) Sport utility vehicle: Standard 360 kW Automatic 1-Gear"
26336,2025,Polestar,"3 Long Range Dual Motor (22"" Wheels) Sport utility vehicle: Standard 360 kW Automatic 1-Gear",Sport utility vehicle: Standard,360,A1,B,24.9,27.3,26.1,2.8,3.1,2.9,462,0,10,10,10,"2025 Polestar 3 Long Range Dual Motor (22"" Wheels) Sport utility vehicle: Standard 360 kW Automatic 1-Gear"
26337,2025,Polestar,3 Long Range Dual Motor Performance Pack Sport utility vehicle: Standard 380 kW Automatic 1-Gear,Sport utility vehicle: Standard,380,A1,B,25.9,28.7,27.2,2.9,3.2,3.1,449,0,10,10,10,2025 Polestar 3 Long Range Dual Motor Performance Pack Sport utility vehicle: Standard 380 kW Automatic 1-Gear
26338,2025,Polestar,4 Long Range Single Motor Sport utility vehicle: Standard 200 kW Automatic 1-Gear,Sport utility vehicle: Standard,200,A1,B,22.4,24.2,23.0,2.5,2.7,2.6,483,0,10,10,11,2025 Polestar 4 Long Range Single Motor Sport utility vehicle: Standard 200 kW Automatic 1-Gear
26339,2025,Polestar,4 Long Range Dual Motor Sport utility vehicle: Standard 400 kW Automatic 1-Gear,Sport utility vehicle: Standard,400,A1,B,24.2,26.1,25.5,2.7,2.9,2.8,438,0,10,10,11,2025 Polestar 4 Long Range Dual Motor Sport utility vehicle: Standard 400 kW Automatic 1-Gear
26340,2025,Porsche,Macan Electric Sport utility vehicle: Small 250 kW Automatic 1-Gear,Sport utility vehicle: Small,250,A1,B,19.5,23.2,21.2,2.2,2.6,2.4,507,0,10,10,11.5,2025 Porsche Macan Electric Sport utility vehicle: Small 250 kW Automatic 1-Gear
26341,2025,Porsche,Macan 4 Electric Sport utility vehicle: Small 285 kW Automatic 1-Gear,Sport utility vehicle: Small,285,A1,B,19.6,23.6,21.4,2.2,2.6,2.4,496,0,10,10,11.5,2025 Porsche Macan 4 Electric Sport utility vehicle: Small 285 kW Automatic 1-Gear
26342,2025,Porsche,Macan 4S Electric Sport utility vehicle: Small 330 kW Automatic 1-Gear,Sport utility vehicle: Small,330,A1,B,21.4,25.2,23.1,2.4,2.8,2.6,463,0,10,10,11.5,2025 Porsche Macan 4S Electric Sport utility vehicle: Small 330 kW Automatic 1-Gear
26343,2025,Porsche,Macan Turbo Electric Sport utility vehicle: Small 430 kW Automatic 1-Gear,Sport utility vehicle: Small,430,A1,B,21.2,25.0,22.9,2.4,2.8,2.6,463,0,10,10,11.5,2025 Porsche Macan Turbo Electric Sport utility vehicle: Small 430 kW Automatic 1-Gear
26344,2025,Porsche,Taycan 4S (Performance Battery) Compact 340 kW Automatic 2-Gear,Compact,340,A2,B,23.2,24.8,23.9,2.6,2.8,2.7,406,0,10,10,11.5,2025 Porsche Taycan 4S (Performance Battery) Compact 340 kW Automatic 2-Gear
26345,2025,Porsche,Taycan 4S (Performance Battery Plus) Compact 380 kW Automatic 2-Gear,Compact,380,A2,B,23.4,24.6,24.0,2.6,2.8,2.7,475,0,10,10,13,2025 Porsche Taycan 4S (Performance Battery Plus) Compact 380 kW Automatic 2-Gear
26346,2025,Porsche,Taycan 4S Cross Turismo Mid-size 380 kW Automatic 2-Gear,Mid-size,380,A2,B,25.6,27.1,26.2,2.9,3.0,2.9,438,0,10,10,13,2025 Porsche Taycan 4S Cross Turismo Mid-size 380 kW Automatic 2-Gear
26347,2025,Porsche,Taycan GTS Compact 445 kW Automatic 2-Gear,Compact,445,A2,B,23.8,24.7,24.2,2.7,2.8,2.7,472,0,10,10,13,2025 Porsche Taycan GTS Compact 445 kW Automatic 2-Gear
26348,2025,Porsche,Taycan GTS Sport Turismo Compact 445 kW Automatic 2-Gear,Compact,445,A2,B,25.0,26.1,25.5,2.8,2.9,2.9,449,0,10,10,13,2025 Porsche Taycan GTS Sport Turismo Compact 445 kW Automatic 2-Gear
26349,2025,Porsche,Taycan Turbo Compact 520 kW Automatic 2-Gear,Compact,520,A2,B,23.9,25.1,24.4,2.7,2.8,2.7,470,0,10,10,13,2025 Porsche Taycan Turbo Compact 520 kW Automatic 2-Gear
26350,2025,Porsche,Taycan Turbo Cross Turismo Mid-size 520 kW Automatic 2-Gear,Mid-size,520,A2,B,26.1,27.4,26.7,2.9,3.1,3.0,426,0,10,10,13,2025 Porsche Taycan Turbo Cross Turismo Mid-size 520 kW Automatic 2-Gear
26351,2025,Porsche,Taycan Turbo S Compact 570 kW Automatic 2-Gear,Compact,570,A2,B,26.2,27.0,26.6,2.9,3.0,3.0,428,0,10,10,13,2025 Porsche Taycan Turbo S Compact 570 kW Automatic 2-Gear
